full_name,primary_language,ai_maturity_level,scan_success,ncloc,bugs,vulnerabilities,code_smells,duplicated_lines_density,comment_lines_density,cognitive_complexity,software_quality_maintainability_remediation_effort
kkuchta/css-only-chat,Ruby,1,true,163,0,0,2,0.0,16.0,13,10
ankane/chartkick,Ruby,1,true,407,0,0,1,0.0,7.7,36,13
busyloop/lolcat,Ruby,1,true,196,0,0,3,0.0,1.0,41,22
hanami/hanami,Ruby,1,true,21920,0,0,303,10.2,15.9,622,3950
ddollar/foreman,Ruby,1,true,2141,0,0,32,1.3,5.8,132,217
guard/guard,Ruby,1,true,7245,1,0,73,1.6,11.4,291,508
vcr/vcr,Ruby,1,true,13918,18,0,775,0.6,10.5,2926,5432
felixonmars/dnsmasq-china-list,Ruby,1,true,461,0,0,6,0.0,2.7,134,63
venmo/synx,Ruby,1,true,663,0,0,7,0.0,5.7,84,34
alexreisner/geocoder,Ruby,1,true,13991,1,0,147,1.0,6.6,1186,1073
github/markup,Ruby,1,true,2431,11,0,126,0.0,0.2,40,636
urbanadventurer/WhatWeb,Ruby,1,true,43594,0,0,372,7.7,27.9,2482,8521
norman/friendly_id,Ruby,1,true,3249,0,0,20,1.8,23.3,127,167
redmine/redmine,Ruby,1,true,152121,88,0,2842,4.2,4.1,10735,21705
jnunemaker/httparty,Ruby,1,true,7938,4,0,126,7.1,6.8,452,1077
ChartsOrg/Charts,Swift,1,true,,0,0,0,,,,0
activerecord-hackery/ransack,Ruby,1,true,7534,2,0,63,2.9,4.4,566,452
vapor/vapor,Swift,2,true,3,0,0,0,0.0,0.0,,0
lostisland/faraday,Ruby,2,true,6636,0,0,99,1.0,12.2,415,1173
apple/container,Swift,1,true,,0,0,0,,,,0
permissionlesstech/bitchat,Swift,1,true,,0,0,0,,,,0
rxhanson/Rectangle,Swift,1,true,,0,0,0,,,,0
jordanbaird/Ice,Swift,1,true,,0,0,0,,,,0
ReactiveX/RxSwift,Swift,1,true,57389,307,0,3302,56.0,0.0,13,16492
onevcat/Kingfisher,Swift,2,true,158,0,0,0,0.0,3.1,19,0
airbnb/lottie-ios,Swift,1,true,1,0,0,0,0.0,0.0,0,0
CodeEditApp/CodeEdit,Swift,1,true,11,0,0,0,0.0,0.0,1,0
HeroTransitions/Hero,Swift,1,true,50680,14,0,3558,97.5,0.1,26,17744
nikitabobko/AeroSpace,Swift,1,true,11,0,0,1,0.0,0.0,,20
ReactiveCocoa/ReactiveCocoa,Swift,1,true,,0,0,0,,,,0
Caldis/Mos,Swift,2,true,5807,0,0,79,32.8,3.2,184,373
SwiftyJSON/SwiftyJSON,Swift,1,true,,0,0,0,,,,0
p0deje/Maccy,Swift,1,true,28,0,0,0,0.0,0.0,,0
JohnCoates/Aerial,Swift,1,true,713,0,0,0,0.0,0.0,,0
ianyh/Amethyst,Swift,1,true,274,0,0,3,25.5,0.0,30,15
hackiftekhar/IQKeyboardManager,Swift,2,true,,0,0,0,,,,0
OpenEmu/OpenEmu,Swift,1,true,2416,0,0,13,0.0,2.9,0,17
SnapKit/SnapKit,Swift,1,true,,0,0,0,,,,0
Carthage/Carthage,Swift,1,true,,0,0,0,,,,0
realm/SwiftLint,Swift,2,true,297,2,0,4,0.0,1.3,21,20
lwouis/alt-tab-macos,Swift,2,true,4322,1,0,25,0.0,1.8,117,140
SwifterSwift/SwifterSwift,Swift,1,true,,0,0,0,,,,0
ochococo/Design-Patterns-In-Swift,Swift,1,true,,0,0,0,,,,0
ipader/SwiftGuide,Swift,1,true,251,0,0,2,0.0,18.2,66,20
mxcl/PromiseKit,Swift,1,true,62,0,0,1,0.0,3.1,3,5
altstoreio/AltStore,Swift,1,true,12927,0,0,0,0.0,0.0,,0
PerfectlySoft/Perfect,Swift,1,true,,0,0,0,,,,0
Moya/Moya,Swift,1,true,,0,0,0,,,,0
MengTo/Spring,Swift,1,true,,0,0,0,,,,0
dwarvesf/hidden,Swift,1,true,,0,0,0,,,,0
Juanpe/SkeletonView,Swift,1,true,,0,0,0,,,,0
pointfreeco/swift-composable-architecture,Swift,1,true,,0,0,0,,,,0
sunnyyoung/WeChatTweak,Swift,1,true,,0,0,0,,,,0
mozilla-mobile/firefox-ios,Swift,1,true,39412,103,0,1044,10.9,19.2,5780,6260
seemoo-lab/openhaystack,Swift,1,true,338,1,0,2,0.0,23.2,19,10
mas-cli/mas,Swift,1,true,,0,0,0,,,,0
tisfeng/Easydict,Swift,3,true,518,5,0,64,0.0,0.4,22,358
manaflow-ai/cmux,Swift,3,true,49228,4,1,368,30.5,7.2,10198,3388
allenwong/30DaysofSwift,Swift,1,true,,0,0,0,,,,0
CosmicMind/Material,Swift,1,true,,0,0,0,,,,0
Ramotion/animated-tab-bar,Swift,1,true,7212,54,0,516,85.3,1.7,14,2396
alienator88/Pearcleaner,Swift,1,true,,0,0,0,,,,0
AudioKit/AudioKit,Swift,2,true,,0,0,0,,,,0
PlayCover/PlayCover,Swift,1,true,,0,0,0,,,,0
xmartlabs/Eureka,Swift,1,true,,0,0,0,,,,0
krzyzanowskim/CryptoSwift,Swift,1,true,,0,0,0,,,,0
Ramotion/folding-cell,Swift,1,true,2070,6,0,118,55.7,5.7,14,496
swiftlang/swift-package-manager,Swift,1,true,120,0,0,11,0.0,14.3,11,58
stephencelis/SQLite.swift,Swift,1,true,,0,0,0,,,,0
Quick/Quick,Swift,1,true,25648,74,0,1744,95.0,0.1,26,8766
ninjaprox/NVActivityIndicatorView,Swift,1,true,4824,4,0,536,77.3,0.6,26,2734
MrKai77/Loop,Swift,1,true,,0,0,0,,,,0
steipete/CodexBar,Swift,2,true,877,1,0,1,0.0,0.2,52,22
gao-sun/eul,Swift,1,true,,0,0,0,,,,0
pock/pock,Swift,1,true,,0,0,0,,,,0
mac-cain13/R.swift,Swift,1,true,,0,0,0,,,,0
Ranchero-Software/NetNewsWire,Swift,2,true,13999,66,9,723,0.4,7.3,251,3412
newlinedotco/FlappySwift,Swift,1,true,,0,0,0,,,,0
mrousavy/react-native-vision-camera,Swift,1,true,8056,20,0,89,0.0,22.6,845,570
tristanhimmelman/ObjectMapper,Swift,1,true,,0,0,0,,,,0
AppHouseKitchen/AlDente-Battery_Care_and_Monitoring,Swift,1,true,236,0,0,80,0.0,31.4,100,288
insidegui/WWDC,Swift,1,true,798,0,0,0,0.0,0.0,,0
nicklockwood/SwiftFormat,Swift,2,true,14,0,0,0,0.0,17.6,,0
ChenYilong/iOSInterviewQuestions,Swift,1,true,67,0,0,0,0.0,4.3,0,0
toptal/gitignore.io,Swift,1,true,977,0,0,12,0.0,7.7,15,53
IBAnimatable/IBAnimatable,Swift,1,true,,0,0,0,,,,0
SwiftGen/SwiftGen,Swift,1,true,155,0,0,0,0.0,9.9,10,0
daltoniam/Starscream,Swift,1,true,20,0,0,0,0.0,0.0,0,0
KrishKrosh/TrackWeight,Swift,1,true,,0,0,0,,,,0
Clipy/Clipy,Swift,1,true,,0,0,0,,,,0
apple/containerization,Swift,1,true,30,0,0,3,0.0,6.3,,15
kean/Nuke,Swift,1,true,,0,0,0,,,,0
maxgoedjen/secretive,Swift,1,true,,0,0,0,,,,0
Mortennn/Dozer,Swift,1,true,11,0,0,0,0.0,0.0,,0
soapyigu/Swift-30-Projects,Swift,1,true,,0,0,0,,,,0
apple/swift-nio,Swift,1,true,248,0,0,1,0.0,15.6,34,5
groue/GRDB.swift,Swift,1,true,201,0,0,0,8.1,5.6,10,0
sindresorhus/Gifski,Swift,1,true,,0,0,0,,,,0
yonaskolb/XcodeGen,Swift,1,true,69,0,0,0,0.0,0.0,,0
intitni/CopilotForXcode,Swift,1,true,76,0,0,0,0.0,0.0,1,0
XcodesOrg/XcodesApp,Swift,1,true,11,0,0,0,0.0,0.0,1,0
lexrus/LTMorphingLabel,Swift,1,true,,0,0,0,,,,0
TelegramMessenger/Telegram-iOS,Swift,2,true,50618,258,13,3446,4.4,12.4,7089,23243
lihaoyun6/QuickRecorder,Swift,1,true,1050,0,0,0,0.0,0.0,,0
kishikawakatsumi/KeychainAccess,Swift,1,true,,0,0,0,,,,0
